Date,Airport,City,Season,Temperature,Total_Flights,Domestic_Flights,International_Flights,Load_Factor (%),Weather_Good,Economic_Trend,Is_Weekend,Peak_Season,Holiday,Predicted_Footfall,Actual_Footfall
25-07-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,33,221,186,35,77.04627396,1,1.197366682,0,1,1,69542,67881
26-07-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,34,593,425,168,78.60034271,1,1.033705171,0,1,0,114276,122914
27-07-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,27,262,212,50,75.51533329,1,0.889721051,1,1,0,61975,66537
28-07-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,27,526,390,136,92.05499447,1,0.911244499,1,1,0,89202,94659
29-07-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,24,282,232,50,82.77442289,1,1.025345219,0,1,0,77206,81684
30-07-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,28,378,316,62,76.25334893,1,1.051362999,0,1,0,88335,84884
31-07-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,32,447,369,78,80.02157949,1,1.06866622,0,1,0,96841,88724
01-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,29,290,239,51,83.72820452,1,0.80225818,0,1,0,78223,76705
02-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,31,595,400,195,87.74342981,1,1.094704238,0,1,0,115064,107550
03-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,34,475,329,146,93.55501654,1,0.894736015,1,1,0,84177,87459
04-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,29,319,267,52,92.8499544,1,1.002753626,1,1,0,68542,66432
05-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,30,204,171,33,84.10946152,1,1.108218818,0,1,0,67926,74387
06-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,24,338,285,53,94.70721473,1,1.051623039,0,1,0,84642,87028
07-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,35,302,247,55,73.74637301,1,1.002989742,0,1,1,79064,84163
08-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,35,518,436,82,87.30263495,1,1.163870769,0,1,0,105798,98022
09-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,28,460,383,77,90.13817156,1,1.107729802,0,1,1,99008,106176
10-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,24,497,392,105,70.85244654,1,0.813337479,1,1,0,85242,92449
11-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,27,238,191,47,82.02860899,1,0.829403311,1,1,0,59901,59745
12-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,28,579,450,129,79.97482292,1,0.828773261,0,1,0,112678,115072
13-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,32,452,324,128,87.82921908,1,0.889103245,0,1,0,97909,103094
14-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,28,598,470,128,94.54747636,1,1.110927049,0,1,0,115832,108299
15-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,31,496,379,117,94.65624641,1,1.147810433,0,1,0,103599,103652
16-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,34,304,210,94,83.9469079,1,1.030307433,0,1,0,79916,78296
17-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,31,408,303,105,76.96820108,1,1.039405232,1,1,0,76648,71227
18-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,28,481,336,145,71.05319342,0,0.897353312,1,1,0,75287,73292
19-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,34,305,246,59,77.63593756,1,0.931858599,0,1,0,79658,72778
20-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,25,313,212,101,70.78465016,1,1.110042971,0,1,0,80207,72600
21-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,28,518,429,89,81.44643809,1,1.184700597,0,1,0,105446,97751
22-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,32,545,362,183,70.16123607,1,0.969162653,0,1,0,108009,118013
23-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,25,206,136,70,82.15677277,1,0.959111687,0,1,0,68049,68723
24-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,26,381,301,80,74.40219396,1,1.046106147,1,1,0,73820,80697
25-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,24,296,228,68,87.17217796,1,1.109559468,1,1,1,65958,65067
26-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,28,307,213,94,83.37825501,1,1.080051825,0,1,1,80242,77221
27-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,32,444,317,127,81.43299891,1,1.146442625,0,1,0,96565,96683
28-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,35,215,152,63,91.68960882,1,1.15424949,0,1,0,69701,68857
29-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,34,591,436,155,94.55474759,1,1.108808405,0,1,0,114993,105923
30-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,32,507,386,121,71.41783992,1,0.896296455,0,1,0,103525,106440
31-08-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,24,576,394,182,70.70475789,1,1.033087481,1,1,0,93135,87845
01-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,26,293,243,50,91.79172273,1,1.100315271,1,0,1,65889,67464
02-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,28,208,162,46,80.94274116,0,1.096145829,0,0,0,61394,63238
03-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,27,430,350,80,89.95860401,1,0.985343723,0,0,1,95397,88757
04-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,33,523,422,101,70.15055101,1,1.015183853,0,0,0,105369,96124
05-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,27,451,304,147,79.31816762,1,1.150749217,0,0,0,97279,102741
06-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,35,258,203,55,83.71216115,0,0.941057612,0,0,0,66944,66405
07-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,25,538,426,112,85.15665159,1,0.918263429,1,0,1,90057,82098
08-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,26,568,388,180,78.40564932,1,1.008111725,1,0,0,92720,101896
09-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,31,248,200,48,72.52812098,1,0.848100709,0,0,0,72511,66097
10-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,33,450,347,103,85.32246092,1,0.892855581,0,0,0,97519,101322
11-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,28,428,317,111,86.44393663,1,0.957683262,0,0,0,94946,104130
12-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,33,356,296,60,70.33905239,1,0.863471058,0,0,0,85340,80888
13-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,27,229,169,60,92.55738222,1,0.824699882,0,0,0,71433,66321
14-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,28,360,277,83,84.12568356,1,0.870384527,1,0,0,72206,66738
15-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,27,574,410,164,92.1897178,1,1.199341741,1,0,0,94009,90310
16-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,32,282,214,68,85.97787821,1,1.098088051,0,0,0,77398,71222
17-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,29,330,250,80,79.70962612,1,0.801748258,0,0,0,82782,85963
18-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,26,206,168,38,73.81421317,1,0.805746944,0,0,0,67548,61634
19-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,27,420,297,123,94.31548658,1,1.093310278,0,0,1,94458,94635
20-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,29,493,356,137,70.48581681,1,0.848878705,0,0,0,101789,111900
21-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,33,260,209,51,77.48341143,1,1.023315499,1,0,0,61874,65759
22-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,26,486,341,145,83.61369634,1,0.924302643,1,0,0,84780,86733
23-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,28,469,326,143,79.18649083,1,0.893067668,0,0,0,99431,95578
24-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,27,252,182,70,75.50665383,1,0.827299722,0,0,1,73170,74983
25-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,33,587,402,185,91.23529508,1,1.09847814,0,0,0,114314,114932
26-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,26,533,451,82,91.53820326,0,1.029379994,0,0,0,97067,95632
27-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,29,524,429,95,76.14386928,1,1.181429583,0,0,0,105848,98030
28-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,24,235,172,63,92.24822043,0,0.96572746,1,0,0,54101,58284
29-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,31,321,238,83,73.56319485,1,0.946669589,1,0,0,67778,67097
30-09-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,33,508,341,167,72.39328018,1,1.058361384,0,0,0,103703,97369
01-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,29,450,346,104,91.26566612,0,1.119947442,0,0,0,88088,85758
02-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,28,360,273,87,70.97640447,1,1.126979806,0,0,0,85858,84383
03-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,32,522,374,148,82.68926552,1,0.90577998,0,0,0,106001,112944
04-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,27,427,354,73,72.36288753,1,0.888039755,0,0,0,93981,98372
05-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,32,478,331,147,81.86057986,1,0.869680603,1,0,0,83893,88411
06-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,27,470,345,125,84.32676646,0,1.172007624,1,0,0,74894,67569
07-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,35,473,368,105,84.59241457,1,1.041371943,0,0,0,100235,98554
08-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,31,368,270,98,83.35704363,1,1.07801915,0,0,0,87561,87234
09-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,35,512,373,139,87.50466803,1,0.83510459,0,0,1,105090,94984
10-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,35,394,297,97,73.81436147,1,1.066156589,0,0,0,90108,85779
11-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,33,417,338,79,84.76920149,1,1.033567351,0,0,0,93526,98394
12-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,31,333,261,72,92.89885212,1,1.184986214,1,0,0,69944,64867
13-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,34,201,149,52,85.57439689,1,0.949705353,1,0,1,56378,56776
14-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,30,587,469,118,78.97106103,1,0.912223247,0,0,1,113578,107108
15-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,24,298,235,63,75.43760167,1,1.165706898,0,0,0,78686,71008
16-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,31,239,194,45,86.52078246,0,0.872054811,0,0,0,65044,61677
17-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,24,397,323,74,78.5960076,1,0.903676408,0,0,0,90755,99392
18-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,31,582,390,192,85.02819981,0,1.143905198,0,0,0,102007,108158
19-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,25,246,161,85,76.84339647,1,1.189796886,1,0,1,60442,65997
20-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,30,540,369,171,89.21203073,1,1.002336345,1,0,0,90460,90240
21-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,26,523,404,119,71.24230209,1,1.087356196,0,0,0,105434,97204
22-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,28,389,323,66,91.41537821,1,0.808888576,0,0,0,90564,91432
23-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,32,314,226,88,85.68722192,1,0.879700949,0,0,1,81221,80479
24-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,24,384,252,132,87.32574172,1,0.990221137,0,0,0,89719,95898
25-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,24,586,406,180,85.84604662,0,0.936472765,0,0,0,102483,94245
26-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,33,587,408,179,87.58070583,1,1.164410295,1,0,0,95079,94855
27-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,27,229,187,42,92.59372327,1,0.812654247,1,0,1,59529,55362
28-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,35,361,258,103,85.9451429,1,1.155531777,0,0,0,86876,83829
29-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,33,388,302,86,80.12481927,1,1.090525349,0,0,0,89767,94028
30-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,35,401,285,116,81.77819712,1,1.195659964,0,0,0,91426,90987
31-10-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,25,325,261,64,94.37476163,1,0.962508281,0,0,0,83062,81000
01-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,34,223,179,44,72.6000169,1,0.904034054,0,0,1,69516,68048
02-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,31,280,232,48,79.71321932,1,0.911269568,1,0,0,63985,63466
03-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,30,333,277,56,78.63463087,1,0.945991416,1,0,0,69231,73177
04-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,26,354,235,119,87.05314889,1,1.184952131,0,0,0,86103,92854
05-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,34,376,277,99,86.36906321,1,1.145229599,0,0,0,88702,96779
06-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,27,598,476,122,71.81730015,0,0.840706319,0,0,0,103022,108933
07-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,33,594,463,131,77.99632597,1,0.936982514,0,0,0,114359,110137
08-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,24,466,350,116,73.15015967,1,1.019585164,0,0,0,98709,102423
09-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,24,578,465,113,72.25321351,1,1.190065352,1,0,0,93412,92246
10-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,29,400,278,122,82.38007522,1,0.956599599,1,0,0,76119,72384
11-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,24,347,235,112,79.30947971,1,0.951612105,0,0,0,84798,90579
12-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,33,281,218,63,74.30432422,1,1.018873233,0,0,0,76578,69508
13-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,29,483,375,108,85.72575828,1,0.815833492,0,0,0,101503,109659
14-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,32,594,499,95,73.38088439,1,0.96821944,0,0,0,114082,113203
15-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,31,362,283,79,79.55742537,1,0.939215577,0,0,0,86613,88989
16-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,29,410,329,81,70.16290789,1,1.11756176,1,0,0,76508,78946
17-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,30,555,469,86,87.63920505,1,0.814994379,1,0,0,91881,99141
18-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,24,374,264,110,89.04129972,1,1.080319385,0,0,0,88622,91044
19-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,35,555,426,129,87.03196326,1,1.177036086,0,0,0,110221,112732
20-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,25,324,251,73,87.85307005,1,1.091050916,0,0,0,82551,75396
21-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,35,523,364,159,81.71074851,1,1.034374892,0,0,0,106062,106452
22-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,29,579,420,159,75.58197817,1,1.087296811,0,0,0,112414,104548
23-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,32,595,489,106,74.96350507,0,1.148330924,1,0,0,85723,89793
24-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,27,254,196,58,83.1821681,1,0.897484679,1,0,0,61559,61709
25-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,30,247,181,66,76.73354999,1,1.038731289,0,0,0,72644,75262
26-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,34,262,208,54,72.05788246,1,0.825210428,0,0,0,74163,67364
27-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,31,371,300,71,93.17961863,1,1.159328808,0,0,0,88510,81159
28-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,32,328,264,64,89.19918741,0,0.893027416,0,0,1,74800,78036
29-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,32,485,351,134,78.74628468,1,0.884029983,0,0,0,101324,92652
30-11-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Monsoon,25,354,288,66,94.28730141,1,0.91638017,1,0,0,72114,65930
01-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,14,384,262,122,94.93456235,1,1.089280057,1,1,0,79146,71423
02-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,21,316,238,78,75.04755383,1,0.890990259,0,1,0,85622,93439
03-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,10,209,138,71,89.48066628,1,0.936295742,0,1,0,73648,77146
04-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,18,264,210,54,91.92098515,1,0.962937501,0,1,0,80395,78035
05-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,22,402,282,120,75.75458728,1,0.846373404,0,1,0,95985,92079
06-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,22,223,182,41,86.44658764,0,0.956427552,0,1,0,67632,65599
07-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,22,251,200,51,91.99641922,1,0.823447588,1,1,0,65699,69307
08-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,25,355,275,80,78.7711956,1,1.145321715,1,1,0,75438,77872
09-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,23,494,409,85,73.70219595,1,1.156057057,0,1,1,106902,100171
10-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,10,257,203,54,89.63168903,0,1.033106045,0,1,0,71476,66817
11-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,14,288,220,68,72.30138303,1,0.819984786,0,1,0,82098,75503
12-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,22,370,280,90,90.42773488,1,1.100225239,0,1,1,93025,96007
13-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,19,500,361,139,89.79740906,1,0.901181141,0,1,0,108587,114328
14-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,10,257,211,46,84.1933195,1,0.995101484,1,1,0,65909,62811
15-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,10,512,403,109,88.43046791,1,1.080509194,1,1,0,91621,82842
16-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,24,269,179,90,85.62408793,1,1.121325103,0,1,0,80617,73880
17-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,22,476,368,108,70.14096559,1,0.974727128,0,1,0,104528,114308
18-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,12,235,179,56,85.37808224,1,0.8067723,0,1,1,76522,73391
19-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,15,435,296,139,92.86187765,1,0.950779964,0,1,0,100971,106407
20-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,18,306,225,81,77.05006424,1,0.842676028,0,1,1,84543,86650
21-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,23,281,207,74,84.99566423,1,0.984597185,1,1,1,68349,66735
22-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,20,350,261,89,77.75063327,1,0.913017374,1,1,0,74887,70478
23-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,13,325,264,61,74.93859721,0,1.189874343,0,1,0,78026,72117
24-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,11,526,405,121,88.53127927,1,1.119048606,0,1,0,111631,114198
25-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,10,481,326,155,73.66314549,1,0.914480159,0,1,0,105339,111124
26-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,14,444,348,96,94.18018254,0,1.100303504,0,1,0,91917,94562
27-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,12,480,339,141,72.68817609,1,0.885807949,0,1,0,105161,105798
28-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,25,493,413,80,86.47045246,1,0.927132379,1,1,0,89623,81412
29-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,10,527,444,83,80.69313788,1,1.081040387,1,1,0,92734,101422
30-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,18,556,429,127,75.44983703,1,0.891014533,0,1,1,114446,121283
31-12-2024,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Winter,20,239,159,80,73.40810492,1,0.859600922,0,1,0,76284,73123
01-01-2024,Indira Gandhi International Airport,Delhi,Winter,19,458,328,130,86.20276469,1,1.104602924,0,0,1,157332,172434
02-01-2024,Indira Gandhi International Airport,Delhi,Winter,7,538,411,127,71.53718752,1,0.852229332,0,0,0,166052,169435
03-01-2024,Indira Gandhi International Airport,Delhi,Winter,18,445,319,126,92.92560631,1,1.06210767,0,0,0,156175,158749
04-01-2024,Indira Gandhi International Airport,Delhi,Winter,15,427,287,140,89.08651691,1,0.901158509,0,0,0,153785,161414
05-01-2024,Indira Gandhi International Airport,Delhi,Winter,13,595,474,121,79.81269226,1,0.928203982,0,0,0,173388,184199
06-01-2024,Indira Gandhi International Airport,Delhi,Winter,19,419,337,82,81.41133508,1,0.909304982,1,0,0,126970,130943
07-01-2024,Indira Gandhi International Airport,Delhi,Winter,9,581,466,115,74.4542154,1,1.176457979,1,0,0,142822,132198
08-01-2024,Indira Gandhi International Airport,Delhi,Winter,15,229,188,41,75.46545828,1,1.14093912,0,0,0,129207,125027
09-01-2024,Indira Gandhi International Airport,Delhi,Winter,19,313,249,64,82.53601868,1,1.098087391,0,0,0,139712,151673
10-01-2024,Indira Gandhi International Airport,Delhi,Winter,10,491,406,85,87.82013981,1,1.10181519,0,0,0,161389,152500
11-01-2024,Indira Gandhi International Airport,Delhi,Winter,9,515,367,148,78.38654785,1,0.989482483,0,0,0,163703,159517
12-01-2024,Indira Gandhi International Airport,Delhi,Winter,11,405,297,108,86.98293414,1,0.842082772,0,0,0,151018,148966
13-01-2024,Indira Gandhi International Airport,Delhi,Winter,5,305,204,101,94.22867952,1,0.888155802,1,0,0,116211,114802
14-01-2024,Indira Gandhi International Airport,Delhi,Winter,17,408,305,103,70.41016072,0,0.903123857,1,0,0,112788,115335
15-01-2024,Indira Gandhi International Airport,Delhi,Winter,21,417,309,108,77.48132014,1,1.076845999,0,0,0,151888,165347
16-01-2024,Indira Gandhi International Airport,Delhi,Winter,12,260,178,82,75.72315728,1,0.815316554,0,0,0,132943,126048
17-01-2024,Indira Gandhi International Airport,Delhi,Winter,20,430,306,124,72.96352342,1,1.020801712,0,0,0,153177,141581
18-01-2024,Indira Gandhi International Airport,Delhi,Winter,17,497,420,77,93.50023315,1,1.152529584,0,0,0,162450,152620
19-01-2024,Indira Gandhi International Airport,Delhi,Winter,20,444,306,138,75.5863453,1,1.05586827,0,0,0,155015,167010
20-01-2024,Indira Gandhi International Airport,Delhi,Winter,10,522,419,103,70.13256277,1,1.094968671,1,0,0,136706,140692
21-01-2024,Indira Gandhi International Airport,Delhi,Winter,18,546,393,153,84.34637082,1,0.921504586,1,0,1,139817,133830
22-01-2024,Indira Gandhi International Airport,Delhi,Winter,18,505,376,129,89.0668106,1,1.114963451,0,0,1,163144,173452
23-01-2024,Indira Gandhi International Airport,Delhi,Winter,19,432,292,140,79.47010288,1,0.944671154,0,0,0,153808,164924
24-01-2024,Indira Gandhi International Airport,Delhi,Winter,8,512,414,98,82.55913722,1,1.027963632,0,0,0,163593,174930
25-01-2024,Indira Gandhi International Airport,Delhi,Winter,21,555,367,188,92.37330947,1,0.858517001,0,0,0,169342,183530
26-01-2024,Indira Gandhi International Airport,Delhi,Winter,18,266,201,65,88.12450615,1,0.835697146,0,0,0,134407,127746
27-01-2024,Indira Gandhi International Airport,Delhi,Winter,17,372,313,59,89.43823912,1,0.934920199,1,0,0,122671,128928
28-01-2024,Indira Gandhi International Airport,Delhi,Winter,7,510,424,86,91.24454247,1,1.194715978,1,0,0,136562,135484
29-01-2024,Indira Gandhi International Airport,Delhi,Winter,15,387,317,70,80.3340849,1,1.072898252,0,0,0,148460,158614
30-01-2024,Indira Gandhi International Airport,Delhi,Winter,18,236,154,82,82.47428392,1,0.925561021,0,0,0,130468,136430
31-01-2024,Indira Gandhi International Airport,Delhi,Winter,8,261,176,85,77.36830689,1,1.05508457,0,0,1,133162,140524
